sep=,
Group,BinaryPath,GitPath,URL,Name,Description,Language,Stars,Size,PushDate,hasIssues,Forks
checkstyle,C:\Users\royw\Workspace\top1000\checkstyle-checkstyle,C:\Users\royw\Workspace\top1000\checkstyle-checkstyle,https://github.com/checkstyle/checkstyle,checkstyle,Checkstyle is a development tool to help programmers write Java code that adheres to a coding standard. By default it supports the Google Java Style Guide and Sun Code Conventions but is highly configurable. It can be invoked with an ANT task and a command line program.,Java,1097,56725,Thu Jun 02 00:28:27 CEST 2016,true,484
android-cjj,C:\Users\royw\Workspace\top1000\android-cjj-JJSearchViewAnim,C:\Users\royw\Workspace\top1000\android-cjj-JJSearchViewAnim,https://github.com/android-cjj/JJSearchViewAnim,JJSearchViewAnim,A cool search view animation library ,Java,1493,1122,Mon Apr 11 07:18:17 CEST 2016,true,213
wasabeef,C:\Users\royw\Workspace\top1000\wasabeef-richeditor-android,C:\Users\royw\Workspace\top1000\wasabeef-richeditor-android,https://github.com/wasabeef/richeditor-android,richeditor-android,RichEditor for Android is a beautiful Rich Text WYSIWYG Editor for Android.,Java,1762,2633,Thu May 12 08:09:24 CEST 2016,true,347
vinc3m1,C:\Users\royw\Workspace\top1000\vinc3m1-RoundedImageView,C:\Users\royw\Workspace\top1000\vinc3m1-RoundedImageView,https://github.com/vinc3m1/RoundedImageView,RoundedImageView,A fast ImageView that supports rounded corners ovals and circles.,Java,2848,8878,Tue Mar 08 23:22:34 CET 2016,true,788
couchbase,C:\Users\royw\Workspace\top1000\couchbase-couchbase-lite-android,C:\Users\royw\Workspace\top1000\couchbase-couchbase-lite-android,https://github.com/couchbase/couchbase-lite-android,couchbase-lite-android,Lightweight embedded syncable NoSQL database engine for Android.,Java,733,105204,Thu Jun 02 03:16:00 CEST 2016,true,156
skavanagh,C:\Users\royw\Workspace\top1000\skavanagh-KeyBox,C:\Users\royw\Workspace\top1000\skavanagh-KeyBox,https://github.com/skavanagh/KeyBox,KeyBox,KeyBox is a web-based SSH console that centrally manages administrative access to systems. Web-based administration is combined with management and distribution of user's public SSH keys.,Java,1105,34176,Sun Apr 24 12:46:13 CEST 2016,true,147
LarsWerkman,C:\Users\royw\Workspace\top1000\LarsWerkman-HoloColorPicker,C:\Users\royw\Workspace\top1000\LarsWerkman-HoloColorPicker,https://github.com/LarsWerkman/HoloColorPicker,HoloColorPicker,An Android Holo themed colorpicker designed by Marie Schweiz,Java,961,1189,Wed Mar 23 20:59:08 CET 2016,true,363
Ramotion,C:\Users\royw\Workspace\top1000\Ramotion-paper-onboarding-android,C:\Users\royw\Workspace\top1000\Ramotion-paper-onboarding-android,https://github.com/Ramotion/paper-onboarding-android,paper-onboarding-android,PaperOnboarding is a material design slider,Java,895,13226,Sun May 22 14:18:07 CEST 2016,true,97
chrislacy,C:\Users\royw\Workspace\top1000\chrislacy-TweetLanes,C:\Users\royw\Workspace\top1000\chrislacy-TweetLanes,https://github.com/chrislacy/TweetLanes,TweetLanes,Tweet Lanes for Android,Java,744,25999,Wed Oct 08 10:17:58 CEST 2014,true,297
rallat,C:\Users\royw\Workspace\top1000\rallat-EffectiveAndroid,C:\Users\royw\Workspace\top1000\rallat-EffectiveAndroid,https://github.com/rallat/EffectiveAndroid,EffectiveAndroid,This sample project shows how to apply MVP and Clean architecture on an Android app,Java,1427,649,Fri Mar 25 21:43:01 CET 2016,true,160
puniverse,C:\Users\royw\Workspace\top1000\puniverse-quasar,C:\Users\royw\Workspace\top1000\puniverse-quasar,https://github.com/puniverse/quasar,quasar,Fibers Channels and Actors for the JVM,Java,1907,71886,Wed May 25 06:47:35 CEST 2016,true,197
eclipse,C:\Users\royw\Workspace\top1000\eclipse-che,C:\Users\royw\Workspace\top1000\eclipse-che,https://github.com/eclipse/che,che,Eclipse Che: Next-generation Eclipse IDE.  Open source workspace server and cloud IDE.,Java,2867,35983,Thu Jun 02 10:35:02 CEST 2016,true,419
futurice,C:\Users\royw\Workspace\top1000\futurice-android-best-practices,C:\Users\royw\Workspace\top1000\futurice-android-best-practices,https://github.com/futurice/android-best-practices,android-best-practices,Do's and Don'ts for Android development by Futurice developers,Java,10283,582,Fri May 13 12:50:53 CEST 2016,true,1940
danoz73,C:\Users\royw\Workspace\top1000\danoz73-RecyclerViewFastScroller,C:\Users\royw\Workspace\top1000\danoz73-RecyclerViewFastScroller,https://github.com/danoz73/RecyclerViewFastScroller,RecyclerViewFastScroller,A Fast Scroller for the RecyclerView world!,Java,744,462,Wed Feb 24 09:21:35 CET 2016,true,153
eclipse,C:\Users\royw\Workspace\top1000\eclipse-vert.x,C:\Users\royw\Workspace\top1000\eclipse-vert.x,https://github.com/eclipse/vert.x,vert.x,Vert.x is a tool-kit for building reactive applications on the JVM,Java,4829,366292,Wed Jun 01 13:49:15 CEST 2016,true,940
lucasr,C:\Users\royw\Workspace\top1000\lucasr-twoway-view,C:\Users\royw\Workspace\top1000\lucasr-twoway-view,https://github.com/lucasr/twoway-view,twoway-view,RecyclerView made simple,Java,3856,2554,Mon Feb 29 09:12:28 CET 2016,true,870
stormzhang,C:\Users\royw\Workspace\top1000\stormzhang-9GAG,C:\Users\royw\Workspace\top1000\stormzhang-9GAG,https://github.com/stormzhang/9GAG,9GAG,Android unofficial REST Client of 9GAG.,Java,1820,8759,Tue Mar 15 14:52:13 CET 2016,true,956
android-cjj,C:\Users\royw\Workspace\top1000\android-cjj-Android-MaterialRefreshLayout,C:\Users\royw\Workspace\top1000\android-cjj-Android-MaterialRefreshLayout,https://github.com/android-cjj/Android-MaterialRefreshLayout,Android-MaterialRefreshLayout,This is a drop-down control it is more beautiful and powerful than SwipeRefreshLayout,Java,919,19481,Wed Mar 30 17:11:00 CEST 2016,true,278
google,C:\Users\royw\Workspace\top1000\google-auto,C:\Users\royw\Workspace\top1000\google-auto,https://github.com/google/auto,auto,A collection of source code generators for Java.,Java,2942,2091,Wed Jun 01 02:24:04 CEST 2016,true,314
JoanZapata,C:\Users\royw\Workspace\top1000\JoanZapata-android-pdfview,C:\Users\royw\Workspace\top1000\JoanZapata-android-pdfview,https://github.com/JoanZapata/android-pdfview,android-pdfview,[DEPRECATED] A fast PDF reader component for Android development,Java,1526,14322,Wed May 18 08:17:06 CEST 2016,true,543
kmshack,C:\Users\royw\Workspace\top1000\kmshack-Android-ParallaxHeaderViewPager,C:\Users\royw\Workspace\top1000\kmshack-Android-ParallaxHeaderViewPager,https://github.com/kmshack/Android-ParallaxHeaderViewPager,Android-ParallaxHeaderViewPager,NewsStand Application for Android's view of play such as a pager function that implements the code.,Java,1169,2871,Mon Apr 25 16:57:16 CEST 2016,true,318
opentripplanner,C:\Users\royw\Workspace\top1000\opentripplanner-OpenTripPlanner,C:\Users\royw\Workspace\top1000\opentripplanner-OpenTripPlanner,https://github.com/opentripplanner/OpenTripPlanner,OpenTripPlanner,An open source multi-modal trip planner,Java,862,135031,Fri May 27 17:20:40 CEST 2016,true,480
Netflix,C:\Users\royw\Workspace\top1000\Netflix-archaius,C:\Users\royw\Workspace\top1000\Netflix-archaius,https://github.com/Netflix/archaius,archaius,Library for configuration management API,Java,922,3610,Sat May 28 03:25:22 CEST 2016,true,199
liferay,C:\Users\royw\Workspace\top1000\liferay-liferay-portal,C:\Users\royw\Workspace\top1000\liferay-liferay-portal,https://github.com/liferay/liferay-portal,liferay-portal,,Java,884,7415212,Thu Jun 02 07:28:59 CEST 2016,false,1536
ZieIony,C:\Users\royw\Workspace\top1000\ZieIony-Carbon,C:\Users\royw\Workspace\top1000\ZieIony-Carbon,https://github.com/ZieIony/Carbon,Carbon,Material Design implementation for Android 2.2+. Shadows ripples vectors fonts animations widgets rounded corners and more.,Java,1316,6389,Wed May 11 21:39:45 CEST 2016,true,212
airbnb,C:\Users\royw\Workspace\top1000\airbnb-AirMapView,C:\Users\royw\Workspace\top1000\airbnb-AirMapView,https://github.com/airbnb/AirMapView,AirMapView,A view abstraction to provide a map user interface with various underlying map providers,Java,1148,8802,Fri May 13 00:19:55 CEST 2016,true,125
MizzleDK,C:\Users\royw\Workspace\top1000\MizzleDK-Mizuu,C:\Users\royw\Workspace\top1000\MizzleDK-Mizuu,https://github.com/MizzleDK/Mizuu,Mizuu,Popular media indexer app for Android.,Java,822,128874,Sat Mar 12 12:03:31 CET 2016,true,196
square,C:\Users\royw\Workspace\top1000\square-otto,C:\Users\royw\Workspace\top1000\square-otto,https://github.com/square/otto,otto,An enhanced Guava-based event bus with emphasis on Android support.,Java,4184,1080,Thu Jan 21 13:46:16 CET 2016,true,815
xcc3641,C:\Users\royw\Workspace\top1000\xcc3641-SeeWeather,C:\Users\royw\Workspace\top1000\xcc3641-SeeWeather,https://github.com/xcc3641/SeeWeather,SeeWeather,RxJava+RxAndroid+Retrofit+Glide+Material Design Weather App:octocat:,Java,1380,13039,Tue May 24 04:36:32 CEST 2016,true,289
spring-projects,C:\Users\royw\Workspace\top1000\spring-projects-spring-security-oauth,C:\Users\royw\Workspace\top1000\spring-projects-spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,spring-security-oauth,Support for adding OAuth1(a) and OAuth2 features (consumer and provider) for Spring web applications.,Java,1416,8286,Thu May 26 20:31:32 CEST 2016,true,1665
knightliao,C:\Users\royw\Workspace\top1000\knightliao-disconf,C:\Users\royw\Workspace\top1000\knightliao-disconf,https://github.com/knightliao/disconf,disconf,Distributed Configuration Management Platform(分布式配置管理平台),Java,1030,11591,Thu Jun 02 08:08:39 CEST 2016,true,569
RomainPiel,C:\Users\royw\Workspace\top1000\RomainPiel-Titanic,C:\Users\royw\Workspace\top1000\RomainPiel-Titanic,https://github.com/RomainPiel/Titanic,Titanic,Android experiment showing a sinking TextView,Java,1164,544,Fri Jun 05 08:34:35 CEST 2015,true,409
mcxiaoke,C:\Users\royw\Workspace\top1000\mcxiaoke-packer-ng-plugin,C:\Users\royw\Workspace\top1000\mcxiaoke-packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,packer-ng-plugin,下一代Android打包工具，1000个渠道包只需要5秒,Java,1126,405,Mon May 30 07:30:16 CEST 2016,true,245
Netflix,C:\Users\royw\Workspace\top1000\Netflix-servo,C:\Users\royw\Workspace\top1000\Netflix-servo,https://github.com/Netflix/servo,servo,Netflix Application Monitoring Library,Java,871,6405,Sat May 28 03:08:03 CEST 2016,true,182
dmytrodanylyk,C:\Users\royw\Workspace\top1000\dmytrodanylyk-folding-plugin,C:\Users\royw\Workspace\top1000\dmytrodanylyk-folding-plugin,https://github.com/dmytrodanylyk/folding-plugin,folding-plugin,Android File Grouping Plugin,Java,837,1264,Sat Nov 14 15:48:01 CET 2015,true,102
Jungerr,C:\Users\royw\Workspace\top1000\Jungerr-GridPasswordView,C:\Users\royw\Workspace\top1000\Jungerr-GridPasswordView,https://github.com/Jungerr/GridPasswordView,GridPasswordView,An android password view that looks like the pay password view in wechat app and alipay app.,Java,825,2555,Mon May 23 19:45:02 CEST 2016,true,228
davemorrissey,C:\Users\royw\Workspace\top1000\davemorrissey-subsampling-scale-image-view,C:\Users\royw\Workspace\top1000\davemorrissey-subsampling-scale-image-view,https://github.com/davemorrissey/subsampling-scale-image-view,subsampling-scale-image-view,Highly configurable easily extendable view with pan and zoom gestures for displaying huge images without loss of detail. Perfect for photo galleries maps building plans etc.,Java,1673,45304,Thu Apr 28 08:52:37 CEST 2016,true,298
Netflix,C:\Users\royw\Workspace\top1000\Netflix-astyanax,C:\Users\royw\Workspace\top1000\Netflix-astyanax,https://github.com/Netflix/astyanax,astyanax,Cassandra Java Client,Java,846,9293,Tue May 17 21:23:18 CEST 2016,true,352
Yalantis,C:\Users\royw\Workspace\top1000\Yalantis-Side-Menu.Android,C:\Users\royw\Workspace\top1000\Yalantis-Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,Side-Menu.Android,Side menu with some categories to choose.,Java,2993,1016,Thu May 05 10:13:18 CEST 2016,true,1058
eclipse,C:\Users\royw\Workspace\top1000\eclipse-jetty.project,C:\Users\royw\Workspace\top1000\eclipse-jetty.project,https://github.com/eclipse/jetty.project,jetty.project,Eclipse Jetty - Web Container & Clients - supports HTTP/2 HTTP/1.1 HTTP/1.0 websocket servlets and more,Java,845,103230,Thu Jun 02 08:44:32 CEST 2016,true,608
pedrovgs,C:\Users\royw\Workspace\top1000\pedrovgs-Algorithms,C:\Users\royw\Workspace\top1000\pedrovgs-Algorithms,https://github.com/pedrovgs/Algorithms,Algorithms,Solutions for some common algorithm problems written in Java.,Java,1546,594,Thu May 12 19:46:32 CEST 2016,true,375
trello,C:\Users\royw\Workspace\top1000\trello-RxLifecycle,C:\Users\royw\Workspace\top1000\trello-RxLifecycle,https://github.com/trello/RxLifecycle,RxLifecycle,Lifecycle handling APIs for Android apps using RxJava,Java,1533,405,Tue May 31 01:35:10 CEST 2016,true,118
MovingBlocks,C:\Users\royw\Workspace\top1000\MovingBlocks-Terasology,C:\Users\royw\Workspace\top1000\MovingBlocks-Terasology,https://github.com/MovingBlocks/Terasology,Terasology,Terasology - open source voxel world,Java,1510,332201,Tue May 31 08:51:11 CEST 2016,true,625
chrisbanes,C:\Users\royw\Workspace\top1000\chrisbanes-ActionBar-PullToRefresh,C:\Users\royw\Workspace\top1000\chrisbanes-ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,ActionBar-PullToRefresh,DEPRECATED,Java,3210,3628,Mon Apr 28 16:57:28 CEST 2014,false,1110
apache,C:\Users\royw\Workspace\top1000\apache-flink,C:\Users\royw\Workspace\top1000\apache-flink,https://github.com/apache/flink,flink,Mirror of Apache Flink,Java,1337,117258,Thu Jun 02 01:31:32 CEST 2016,false,842
pushtorefresh,C:\Users\royw\Workspace\top1000\pushtorefresh-storio,C:\Users\royw\Workspace\top1000\pushtorefresh-storio,https://github.com/pushtorefresh/storio,storio,Beautiful API for SQLiteDatabase and ContentResolver,Java,1763,3456,Sun May 29 22:14:56 CEST 2016,true,99
alexvasilkov,C:\Users\royw\Workspace\top1000\alexvasilkov-FoldableLayout,C:\Users\royw\Workspace\top1000\alexvasilkov-FoldableLayout,https://github.com/alexvasilkov/FoldableLayout,FoldableLayout,Android widgets to implement folding animation,Java,1216,2131,Sun Mar 20 13:23:13 CET 2016,true,301
spring-projects,C:\Users\royw\Workspace\top1000\spring-projects-spring-petclinic,C:\Users\royw\Workspace\top1000\spring-projects-spring-petclinic,https://github.com/spring-projects/spring-petclinic,spring-petclinic,A sample Spring-based application,Java,827,8714,Fri May 20 10:39:23 CEST 2016,true,1524
orhanobut,C:\Users\royw\Workspace\top1000\orhanobut-dialogplus,C:\Users\royw\Workspace\top1000\orhanobut-dialogplus,https://github.com/orhanobut/dialogplus,dialogplus,Advanced dialog solution for android,Java,2272,6590,Tue Feb 16 13:48:02 CET 2016,true,423
mission-peace,C:\Users\royw\Workspace\top1000\mission-peace-interview,C:\Users\royw\Workspace\top1000\mission-peace-interview,https://github.com/mission-peace/interview,interview,Interview questions,Java,1122,1398,Sun May 29 19:45:21 CEST 2016,true,614
lucasr,C:\Users\royw\Workspace\top1000\lucasr-smoothie,C:\Users\royw\Workspace\top1000\lucasr-smoothie,https://github.com/lucasr/smoothie,smoothie,Easy async loading for Android's ListView/GridView,Java,1023,867,Sun Feb 01 00:15:39 CET 2015,true,194
google,C:\Users\royw\Workspace\top1000\google-iosched,C:\Users\royw\Workspace\top1000\google-iosched,https://github.com/google/iosched,iosched,The Google I/O 2015 Android App,Java,11159,23148,Sun May 29 22:48:53 CEST 2016,true,4361
twitter,C:\Users\royw\Workspace\top1000\twitter-heron,C:\Users\royw\Workspace\top1000\twitter-heron,https://github.com/twitter/heron,heron,Heron is a realtime distributed fault-tolerant stream processing engine from Twitter,Java,1749,125872,Thu Jun 02 08:58:09 CEST 2016,true,237
albertlatacz,C:\Users\royw\Workspace\top1000\albertlatacz-java-repl,C:\Users\royw\Workspace\top1000\albertlatacz-java-repl,https://github.com/albertlatacz/java-repl,java-repl,Read Eval Print Loop for Java,Java,847,77315,Thu Feb 04 21:38:29 CET 2016,true,142
JakeWharton,C:\Users\royw\Workspace\top1000\JakeWharton-hugo,C:\Users\royw\Workspace\top1000\JakeWharton-hugo,https://github.com/JakeWharton/hugo,hugo,Annotation-triggered method call logging for your debug builds.,Java,3143,201,Thu Apr 21 04:51:16 CEST 2016,true,247
Cleveroad,C:\Users\royw\Workspace\top1000\Cleveroad-SlidingTutorial-Android,C:\Users\royw\Workspace\top1000\Cleveroad-SlidingTutorial-Android,https://github.com/Cleveroad/SlidingTutorial-Android,SlidingTutorial-Android,Android Library for making animated tutorials inside your app,Java,1210,6136,Wed Jun 01 12:22:46 CEST 2016,true,201
apache,C:\Users\royw\Workspace\top1000\apache-hive,C:\Users\royw\Workspace\top1000\apache-hive,https://github.com/apache/hive,hive,Mirror of Apache Hive,Java,919,362915,Thu Jun 02 05:18:20 CEST 2016,false,1085
Trinea,C:\Users\royw\Workspace\top1000\Trinea-android-auto-scroll-view-pager,C:\Users\royw\Workspace\top1000\Trinea-android-auto-scroll-view-pager,https://github.com/Trinea/android-auto-scroll-view-pager,android-auto-scroll-view-pager,Android auto scroll viewpager or viewpager in viewpager  微信公众号：codekk,Java,1148,861,Fri Apr 22 11:41:34 CEST 2016,true,605
